date,heading,article_content
2020-02-10T11:44:57Z,LPGA cancels two golf events in Thailand and Singapore amid coronavirus outbreak,"The Ladies Professional Golf Association (LPGA) is the latest sports organization to take action against the spread of coronavirus after it canceled two upcoming tournaments in Thailand and Singapore.
    

            The LPGA had already canceled the prestigious 
 that was scheduled to take place March 5 to 8, on Hainan Island in southern China.
    

            
, and the LPGA felt it necessary to cancel events outside of China.
    

            The 2020 Honda LPGA Thailand, which was scheduled to take place between February 20-23 in Pattaya, Thailand, has now been canceled alongside the 2020 HSBC Women’s World Championship, which was scheduled to take place between February 27 to March 1 in Singapore.
    
Due to the continued health concerns and recent advisories surrounding the coronavirus in some Asian countries, the LPGA and its partners have made the decision to cancel the 2020 Honda LPGA Thailand and the 2020 HSBC Women’s World Championship in Singapore.
RELEASE ⬇️

            In an official statement, the LGPA said: “It is always a difficult decision to cancel events and the LPGA greatly appreciates the understanding and all the efforts made by our title sponsors (Honda and HSBC) as well as IMG to host incredible events for our players.
    

            “The health and safety of our players, fans and everyone working on the event is always our highest priority. 
    

            “While we are disappointed that these tournaments will not take place this season, we look forward to returning to Asia soon.”
    

            A number of sporting events in China have been canceled, postponed or moved to other countries since the outbreak began and many like the 
 remain under threat.
    

            However, the cancellation of these golf tournaments mark the latest examples of sports events outside of China being affected by the coronavirus:"
2017-08-22T13:43:03Z,Kimi Raikkonen signs Ferrari contract renewal for 2018 season,"Raikkonen extends Ferrari contract
Finn will race until end of 2018 season

            Ferrari has extended the contract of Kimi Raikkonen until the end of next season, ending speculation the Finnish driver could be replaced. 
    

            Team president Sergio Marchionne labeled Raikkonnen
 before July’s Austrian Grand Prix, questioning the 37-year-old’s commitment and desire going forward in Formula One. 
    

            But recent good form – including podium finishes in the Finn’s last two races – have paved the way for another year at the Maranello outfit. 
    

            It will be Raikkonen’s fifth consecutive campaign with Ferrari, making him the Italian team’s second longest serving driver of all time.
    

            

    

            As it stands, only Michael Schumacher (179) and Felipe Massa (139) have made more grand prix starts than his total of 122. 
    

            Raikkonen previously raced for the Scuderia between 2007 and 2009, winning the driver’s world championship in his first year. 
    

            

    

            However, he hasn’t won a race in the Ferrari red since the 2009 Belgian Grand Prix. 
    

            While teammate Sebastian Vettel leads this year’s drivers’ championship, Raikonnen trails in fifth, 86 points behind, though on two occasions the Finn surrendered two possible victory chances  – in Monaco and Hungary – to boost the German’s title chances.
    

            The 30-year-old Vettel is out of contract at Ferrari at the end of the year."
2016-01-10T13:02:05Z,Roger Federer loses Brisbane crown; Novak Djokovic starts 2016 with Doha title,"Roger Federer beaten in Brisbane final
Novak Djokovic claims Doha title
Stan Wawrinka three-peat in India

            An ailing Roger Federer lost his Brisbane title to Milos Raonic Sunday as he slipped to a straights sets defeat to the big-serving Canadian.
    

            Federer was hoping to match world number one Novak Djokovic,  who began his 2016 campaign with a “perfect” performance to claim the Doha title 24 hours earlier, but came up well short.
    

            The 34-year-old Swiss maestro had started the week with a flu bug, improving each round until he came up against fourth seed Raonic in the final on the Pat Rafter Arena, losing 6-4 6-4.
    

            “I’ve still got a cough and the throat is a bit weird,” he told reporters after his defeat.
    

            “I’ve definitely got to make sure I get over it as quickly as possible.”
    
.
 beats 
 64 64 to win 
 crown. More: 
 
 
 

            Federer struggled with his first service throughout, facing and saving two break points in the fifth game before Raonic made the breakthrough on his second opportunity in the ninth.
    

            He served it out to take the opener in 41 minutes and the same pattern continued in the second set.
    

            Federer managed just one break point as Raonic served four double faults in the fourth game after having a medical time out for a right leg injury.
    

            The 17-time grand slam champion could not take advantage of the fleeting chance and was broken himself in the seventh game.
    

            Raonic claimed the title when Federer hit a backhand long, an immediate boost to his fortunes after a disappointing 2015 campaign, which saw him suffer with foot and back injuries. 
    

            It was his eight career crown and revenge for a three-set defeat to Federer in last year’s final in Brisbane.
    

            In an added twist, Raonic’s former coach Ivan Ljubicic has taken over the same duties with Federer, the Croat watching his defeat from a courtside box. 
    

            Raonic has paired up with former world number one Carlos Moya, who will be part of his team for the opening grand slam of the season in Melbourne.
    

            Reigning Australian Open champion Djokovic could hardly have had a better to his campaign to retain his title as he dispatched Spain’s Rafael Nadal 6-1 6-2 in the Qatar Open final Saturday.
    

            Nadal detained his arch-rival on court for just 73 minutes and has slipped behind in their head to head battle for the first time, Djokovic with 24 wins from 47 matches.
    

            It was the Serbian’s 60th career title and after not dropping a set all week acknowledged that he could not be in finer fettle.
    

            “I played pretty much perfect tennis today from the very beginning I managed to get every shot the way I wanted,” said Djokovic told gathered reporters.
    
.
 had high praise for 
's ""perfect"" performance in the 
 F. Read: 
 

            “When it was most needed against one of my biggest rivals, I managed to play the best tennis in a match where I fought for the trophy. So it does definitely give me a great deal of confidence for the rest of the season.
    

            “I’m playing the tennis of my life, and I will try to nurture and cherish those moments on the court.,” he added.
    

            A dejected Nadal could only force one break point and was on the receiving end of 30 winners.
    

            “I played against a player who did everything perfect. I know nobody playing tennis like this ever. Since I know this sport I never saw somebody playing at this level,” was his verdict.
    

            “The only thing that you can do is wait that the opponent is not playing like this all the time. That is difficult to play like this all the time. It’s obvious. I am going to wait for my moment.”
    

            Meanwhile, in India, Federer’s compatriot and world number four Stanislas Wawrinka won the Chennai Open for the third straight year with a 6-3 7-5 victory over 19-year-old Croatian Borna Coric in Sunday’s final.
    

            Wawrinka, the only man to beat Djokovic in a grand slam last year, upsetting him in the final of the French Open, did not drop a set all week, but was extended by the promising Coric, who was playing his first ATP Tour final.
    
.
 reigns in Chennai! Stan clinches a 4th 
 title, d. 
 63 75... 
 

            He is the ninth different active player to achieve the hat-trick of wins at the same tournament, winning his 11th career title and fourth in Chennai in eight appearances.
    

            It was excellent preparation for the Australian Open, which Wawrinka won in 2014, beating Nadal in the final."
2015-02-26T14:21:35Z,Cricket World Cup: Afghanistan makes history with first ever win,"Follow us at 
 and like us on 


Afghanistan beat Scotland to win their first ever World Cup match
Star batter Samiullah Shenwari scored 96 to help his team victory
Afghanistan's President Ashraf Ghani praised them on twitter

            Afghanistan achieved an historic victory Thursday as it beat Scotland to win its first ever cricket World Cup match. 
    

            Appearing at the tournament for the first time, the war-torn country beat the Scots by one wicket with just three balls to spare – sparking jubilant celebrations back home.
    

            Afghan batter Samiullah Shenwari saved his team from the clutches of defeat, scoring 96 runs to set up a nail-biting finale.
    
Celebrations in 
 city
Afghanistan win over 
 
 
 

            “The pressure was extreme again but Shenwari batted brilliantly” team captain Mohammad Nabi was reported to the have said by the International Cricket Council. 
    

            “It’s good to put two points on the board. This is our first win in the World Cup and everyone will enjoy this.”
    

            Fans poured into the street waving flags, beating drums and dancing in celebration of their country’s maiden triumph.
    

            Afghanistan’s President Ashraf Ghani took to Twitter to express his pride at the team’s achievement.
    
Congratulations. It was a fantastic and spirited performance from our boys. Well done! We are very proud of them. 

            The team will now face 2007 ICC World Cup winner Australia and 2010 ICC World Twenty20 champions England in the final pool stages – and will have to cause a giant upset to get to the quarterfinals. 
    

            The win marked Scotland’s 11th consecutive defeat across three World Cups, with captain Preston Mommsen saying: “It’s never easy losing a game, but it’s a particularly difficult one for us. We had them seven down and disappointed we couldn’t finish them off.”"
2018-02-13T16:40:04Z,NBA coach Gregg Popovich says America is a ‘racist country’,"Gregg Popovich has never shied away from speaking his mind.
    

            So its no surprise that the legendary coach of the San Antonio Spurs, a winner of five NBA titles, had a strong response when asked why it’s important for the league to celebrate Black History Month.
    

            “I think it’s pretty obvious. Our league is made up of a lot of black guys,” Popovich told reporters Monday before the Spurs took on the Utah Jazz in Salt Lake City. “To honor that and understand it is pretty simplistic. How would you ignore that? More importantly, we live in a racist country that hasn’t figured it out yet. 
    

            “It’s always important to bring attention to it, even if it angers some people. The point is, you have to keep it in front of everybody’s nose and understand that it still hasn’t been taken care of and we still have a lot of work to do.” 
    

            It’s not the first time Popovich has been outspoken about race or politics, especially about 
:
    

            “This man in the Oval Office is a soulless coward who thinks that he can only become large by belittling others. This has of course been a common practice of his, but to do it in this manner – and to lie about how previous presidents responded to the deaths of soldiers – is as low as it gets.” – in a call to 
, after President Trump falsely claimed his predecessors 
 during their tenures.
    

            “I feel like there’s a cloud, a pall over the whole country in a paranoid, surreal sort of way. It’s got nothing to do with the Democrats losing the election, it has to do with the way one individual conducts himself, and that’s embarrassing. It’s dangerous to our institutions and what we all stand for and what we expect the country to be.” – before the Spurs 
 in the Western Conference Finals.
    

            “It’s still early and I’m still sick to my stomach. Not basically because the Republicans won or anything, but the disgusting tenor and tone and all the comments that have been xenophobic, homophobic, racist, misogynistic, and I live in that country where half the country ignored all that to elect someone. That’s the scariest part of the whole thing to me.” –
 Trump’s shocking victory in the 2016 presidential election.
    

            Popovich is also 
, which means he will be leading the country’s highest-profile team during the 2020 Summer Olympics in Tokyo – giving him an international platform for his opinions.
    

  CNN’s Chris Cillizza contributed to this report."
2019-10-19T17:41:00Z,Super Saturday turns into Setback Saturday for Boris Johnson as Brexit plan unravels,"Barely 48 hours have passed since 
 when he reached an agreement with the European Union on 
 
    

            For a short period, the Prime Minister was walking on water in the eyes of his supporters. The surprise deal seemed to cause a groundswell of support and goodwill. So much so, that some of us in the House of Commons watching everything play out on what was supposed to be a 
 for British politics 
 to get his withdrawal deal approved by Parliament. 
    

      
      

      

    

            Then a bad thing happened. Oliver Letwin, a former Conservative Minister, tabled an amendment to Johnson’s motion that knocked the Prime Minister clean off his feet. 
    

            The Letwin amendment forced Johnson to send a letter to Brussels requesting an extension to the Brexit deadline. That’s because it withheld formal approval for Johnson’s deal until all the necessary legislation has passed. That could take days, if not weeks and certainly was not possible by 11 p.m. local time (6 p.m. ET) Saturday. 
    

            Johnson’s tone has been different of late. Gone is the flamboyant language, such as rather being “dead in a ditch” than request an extension or calling the Benn Act a “surrender bill”. Instead, he’s been talking about his love of Europe and his desire to reach across both the political divide and the nation in order to get a deal that works for the whole country. 
    

            In Brussels earlier this week, journalists were stunned at how well-received Johnson was by his EU counterparts. They congratulated him on striking this deal and applauded the manner in which he negotiated, which if you think back just a few months is nothing short of extraordinary. And he’d even got the entire Cabinet on message in regard to the Benn Act, saying that the government would “comply with the law.”
    

            But from the moment the Letwin amendment passed, we got a flash of the old Johnson. 
    

            He expressed his disappointment at the result and said that those MPs who’d backed Letwin had scuppered the “opportunity to have a meaningful vote” on his deal because “the meaningful vote has been voided of meaning.”
    

            He then slipped further back to his old habits of sowing confusion. 
    

            “And to anticipate the questions that are coming from the benches opposite, I will not negotiate a delay with the EU, and neither does the law compel me to do so,” he said. 
    

            While Johnson didn’t go as far as saying he wouldn’t send the letter, he left enough room for people to think he was going to do something to sabotage a delay. 
    

      
      

      

    

            And in a briefing with government officials after the Prime Minister’s statement, Downing Street declined to clarify anything.
    

            They said that “governments comply with the law,” but not that this government led by Johnson would. 
    

            In the end, three letters were sent from Downing Street before the Benn Act’s deadline, including an unsigned letter from the Prime Minister to EU Council President Donald Tusk requesting the Brexit delay and another stressing the government’s desire for the request to not be granted, a senior British government source told CNN.
    

            It appeared that Johnson was again engaging in a bit of deliberate ambiguity, a feature of his leadership since taking office in July. 
    

            It’s a mind boggling end to a long week in British politics. It was a week which was supposed to provide some answers, and those answers were supposed to come on Super Saturday. But they didn’t. Instead, Brexit remains in a state of flux with no one sure what comes next; politicians as divided on an outcome as the public. 
    

            It’s both unhealthy and unbecoming for a nation as wealthy and important as the UK to be so obsessed with an issue that becomes unresolvable. And voters will be only too happy to let politicians know when they finally get the chance to vote."
2016-07-30T23:38:05Z,PGA Championship: Adverse weather delays third round,"Play abandoned on day three of PGA Championship
Heavy rain and threats of lightning storms at Baltusrol course
Leading players still to begin third round

            Play was abandoned on day three of the PGA Championship at Baltusrol Golf Club, New Jersey, after persistent rain and the continuing threat of lightning storms Saturday.
    

            The vast majority of the field was at least able to tee-off before the weather turned but the top 10 players after Thursday and Friday’s opening rounds were unable to begin.
    
This is what we're waiting to pass at Baltusrol.
 

            “Play for the day has been canceled. The third round of the 98th PGA Championship will resume at (7am) on Sunday,” read a tweet from the PGA Championship event.
    

            Meanwhile, a note to competitors shared on the official PGA website shortly after stated that the final round will begin at 8.40am Sunday in the same pairings as round three.
    

            That would appear to leave open the possibility of the leading players completing two rounds Sunday should there be no further weather delays. Otherwise, play will likely be extended through to Monday.
    
Play for the day has been canceled. The THIRD ROUND of the 98th PGA Championship will resume at 7:00a.m. on Sunday, July 31, 2016.
The FINAL ROUND will begin at 8:40a.m. staying in the same pairings as Round 3, starting from Tee #1 (approx. 8:40am–3:25pm starting times)

            The last time the PGA Championship was held at Baltusrol was in 2005 when adverse weather also meant a Monday finish was required.
    

            Robert Streb and Jimmy Walker remain joint leaders at nine-under-par despite not striking a ball Saturday.
    

            Jason Day and Emiliano Grillo are tied for third two shots back on seven-under-par with recent British Open champion, Henrik Stenson, on six-under-par.
    

            

    

            Kevin Kisner made the most of an early start Saturday to record an impressive 65 to move into a tie for sixth position at five-under-par alongside Martin Kaymer, Patrick Reed and Brooks Kopka.   
    

            Ireland’s Padraig Harrington also shot up the leaderboard with a 65 of his own to be tie for tenth at four-under-par.
    

            Phil Mickelson could only make a two-under-par 68 to move up to joint 48th position Saturday. 
    

            But the 2005 PGA Championship winner told reporters that a record major score could be achieved over the coming days.
    
""I think someone's going to shoot 61 or 62."" 
Phil Mickelson thinks history will be made this weekend at Baltusrol. 

            Streb notched up a record equaling 63 Friday and Mickelson believes that could be bettered thanks to the generous way the course is playing. 
    

            No player has ever shot lower than a 63 in a major tournament.
    

            

    

            “The golf course is susceptible to very low scoring,” Mickelson told reporters. “There is a low 60s round. I think somebody is going to break that 63 record in these next two days.” 
    

            “The greens are pristine. You can make a lot of putts. They are soft, so you can get the ball very close. I think that there’s that 61 or 62.”"
2020-04-09T16:00:09Z,"British politicians handed extra $12,450 in expenses to work from home","British politicians have each been given access to an additional £10,000 ($12,450) in order to help them work from home during the 

    

            All 650 elected lawmakers will have access to the funds, the Independent Parliamentary Standards Authority (IPSA), which regulates expenses, stated in
.
    

      
      

      

    

            Members of Parliament (MPs) already have access to a budget of up to
 
, and this cash will be made available on top of that. 
    

            The document, dated March 26, says the £10,000 is available to help “support the setting up of working from home arrangements,” including the purchase of equipment such as laptops and printers.
    

            MPs can also claim for electricity and heating costs, plus phone bills.
    

            The monthly credit card limit for MPs has been increased from £4,000 ($4,980) to £10,000 ($12,450) and the single transaction purchase limit upped from £2,000 ($2,490) to £5,000 ($6,220).
    

      
      

      

    

            MPs will also have their usual 90-day deadline for expense claims suspended, and can submit them without a receipt.
    

            “If you do not have a receipt or invoice due to the coronavirus and you cannot wait for reimbursement, you may submit your claim. Please include an explanation of why the evidence is unavailable, and we will pay the claim, asking you to submit the evidence later,” the guidance states.
    

            The UK, which is one of the worst impacted countries with more than 7,000 deaths so far, has been on 
. 
    

            Millions of workers, including politicians, have been told"
2013-05-27T16:32:09Z,Sophia Loren Fast Facts,"Here’s a look at the life of award-winning screen legend Sophia Loren.
    

            
September 20, 1934
    

            
Rome, Italy (grew up in Pozzuoli, outside of Naples)
    

            
Sofia Villani Scicolone
    

            
Riccardo Scicolone
    

            
Romilda Villani
    

            
 Carlo Ponti (April 9, 1966-January 10, 2007, his death; September 17, 1957-September 3, 1962, annulled)
    

            
Edoardo, 
                                                                            
    

            At six, her chin was cut by shrapnel during a bombing in 

    

            Other screen names used before becoming Sophia Loren were Sofia Lazzaro and Sofia Scicolone.
    

            Nominated for two 
 and won one. She also received an honorary award.
    

            Nominated for eight 
 and won five. She also received the honorary Cecil B. DeMille Award. 
    

            Nominated for one 
 and won.
    

            An accomplished cook, 

    

            
 Enters the Queen of the Sea beauty contest and comes in second, winning a train ticket to Rome, where she begins modeling and acting in B-movies.
    

            
Is the runner-up in a nightclub beauty contest for Miss Rome. Movie producer Carlo Ponti is one of the judges.
    

            
Makes her US film debut as an uncredited extra, with no lines, in the film “Quo Vadis?”
    

            
Adopts the last name Loren.
    

            
“Aida” opens; it’s her first major leading role.
    

            
 Loren appears in her first English-speaking leading role, “The Pride and the Passion.” She learns her lines by using cue cards of English words written phonetically.
    

            
Wins the Best Actress Academy Award for “La ciociara (Two Women).”                    
    

            
Her marriage of almost five years to Carlo Ponti is annulled. Neither the Vatican nor Italian law recognizes Ponti’s 1957 divorce by proxy from Giuliana Ponti. Loren and Ponti are forced to annul their marriage after warrants for their arrest are issued. 
    

            
Stars in the movie, “Matrimonio all’italiana (Marriage Italian Style).” Nominated for an Academy Award. 
    

            
Moves to France with Carlo Ponti and becomes a French citizen.
    

            
Giuliana Ponti obtains a French divorce recognized by Italian law.
    

            
 Loren and Carlo Ponti marry for the second time.
    

            
 Loren and Ponti cleared of bigamy charges by Rome’s criminal court.
    

            
 Loren is tried (in absentia), and acquitted, of complicity with Ponti in income tax evasion, misuse of government subsidies, and illegal export of Italian funds and artwork. Carlo Ponti is convicted and sentenced to four years in prison (two years were pardoned) and fined 22 billion lire ($24 million). All charges against him were cleared in 1987.
    

            
Portrays both herself and her mother in the made-for-TV movie “Sophia Loren: Her Own Story,” based on her 1979 autobiography, “Sophia: Living and Loving, Her Own Story,” written with A. E. Hotchner.
    

            
 Loren begins her 30-day jail term for tax evasion, for unpaid supplementary taxes for 1963-1964.
    

            
 Serves 17 days of her 30-day jail term.
    

            
Receives Honorary Academy Award for Lifetime Achievement.
    

            
 Winner, Grammy Award for Best Spoken Word Album for Children (along with 
 and 
) for reading Prokofiev’s “Peter and The Wolf.” 
    

            
 Appears in the movie “Nine,” her first role in five years.
    

            
Loren’s memoir, 
 is published.
    

            
 
 The film stars Loren and is directed by her son, Edoardo Ponti. 
    

            
Loren opens Sophia Loren Original Italian Food, a restaurant and pizzeria, in Florence, Italy.
    

            
Is 
 after falling in her home and suffering several fractures to her hip and thighbone."
2021-11-03T16:28:37Z,An Italian couple thought they were being burgled. Then they found a bear on their balcony,"A couple in central 
 who thought they were being burgled were instead shocked to find an endangered brown 
 on their balcony.
    

            Annalisa Castagna and her husband, Claudio Paravano, were alarmed by a noise outside their property and went to investigate, only to find themselves face to face with a Marsican brown bear, Castagna 
 published Sunday.
    

            They had “a close encounter with the bear. We were face to face, less than a meter away,” she wrote. “I was able to count all the teeth he had in his mouth plus the red tongue.”
    

            Castagna said she “screamed in the bear’s face” and the animal then tried to reach her with its paw.
    

            The encounter happened at the couple’s home in the village of Pescosolido, home to fewer than 1,500 people, on the edges of the Abruzzo National Park in central Italy.
    

            The park is home to around 60 Marsican bears, which are smaller than those found in the Alps, “but they can still reach 200 kilos,” said town mayor Donato Bellisario.
    

            “Before going into hibernation, the bears are in a period of hyperphagia (extreme hunger), they need to store energy for the winter,” Bellisario told CNN on Wednesday. “We often see them in the village searching for fruit, bees’ hives, but they never attacked men.”
    

      
      

      

    

            Bellisario said he and a few guards from the national park had inspected the couple’s balcony to determine what had attracted the bear, but they couldn’t tell.
    

            While Castagna escaped unscathed from the encounter, Paravano “was forced to jump over the fence,” according to the Facebook post. He fell three meters (10 feet) and suffered a fractured pelvis, said Bellisario, and faces a couple of months of recovery. 
    

            Only a few days before that incident, a Marsican bear was spotted taking an evening bath in the fountain of a nearby village, San Donato Val Di Comino.  
    

            “The bear has arrived in the village and takes a bath in the fountain of the public garden,” reads the caption of a photo 
.
    

            The photo was taken by Vania Tramontozzi, whose husband runs a bar in the central square of the village.
    

            “The bear’s arrival was not initially noticed, it was really quiet,” she told CNN. “I assure you that seeing him so calm and relaxed inside the fountain, at about 7.45 pm, when people are still around, was a rare and exciting thing.”"
2014-01-18T12:49:54Z,Report: 7 militants killed in Dagestan counterterror operation,"Seven militants are killed in Dagestan's capital, Makhachkala, Russian state media report
Investigators say the counterterror operation followed an attack Friday, state media say
Security has been stepped up in Russia ahead of the Winter Olympics next month
Dagestan is about a 12-hour drive from Sochi, host city for the Games

            Security forces killed seven militants in a counterterrorism operation in Russia’s southern republic of Dagestan, security officials said Saturday, according to the country’s state news agency RIA Novosti. 
    

            The six men and one woman were killed after a siege in Makhachkala, capital city of Dagestan, Russia’s Anti-Terrorism Committee said in a prepared statement, RIA Novosti reported.
    

            The operation came after 16 people, including several police officers, were injured Friday in explosions from a grenade launcher and a car bomb targeting a restaurant in Makhachkala, the news agency reported, citing investigators.
    

            The investigators said that the seven killed Saturday included a local militant leader and the widow of a dead militant preparing for a suicide attack, RIA Novosti added.
    

            Some of them tried unsuccessfully to break out while a house was under siege overnight, state-run Itar-Tass reported, quoting security and law enforcement officials.
    

            The latest incident follows years of unrest linked to an Islamist insurgency in Dagestan and the North Caucasus region.
    

            It also came as Russian security forces have tried to address security concerns before next month’s Winter Olympics in Sochi, which is perhaps a 12-hour drive from Dagestan on the other side of the Caucasus range.
    

            Russian President Vladimir Putin said Friday that his government is doing “everything possible” to make sure the Olympics will be secure. What it will not do, he insisted in an address broadcast by several television networks, is shudder in the face of the threats.
    

            Concerns about security in Russia were heightened after twin bombings on public transit that killed more than 30 people in the southern city of Volgograd at the end of last month.
    

            Just Wednesday, another four militants and three Russian security force members died in a shootout in Dagestan.
    

  CNN’s Nic Robertson and Pierre Meilhan contributed to this report."
2015-11-02T12:35:17Z,Sonny Bill Williams: All Black given new winner’s medal after giving first to teen,"Sonny Bill Williams given second winner's medal
Williams handed first medal to pitch invader
All Black downplayed his gesture
Dan Carter named World Rugby Player of the Year

            He played a key part in New Zealand’s Rugby World Cup final triumph – and then stole the show by a remarkable act of generousness to a teenage pitch invader.
    

            All Blacks center 
 was awarded a second World Cup winner’s medal having given away his previous gong  to 14-year-old Charlie Lines moments after Saturday’s final ended.
    

            Williams, whose offload paved the way for Ma’a Nonu’s second-half try in 
, had been parading around the pitch following the successful defense of New Zealand’s world title when Lines rushed onto the field.
    
's Sonny Bill Williams gives 
 medal to stunned 14-year-old fan 

            The teenager was tackled to the ground by a steward before being helped to his feet by Williams and returned to friends and family in the stands after which the All Black placed his precious medal around the young fan’s neck.
    

            

    

            The gesture led to global headlines and the young fan even offered to give the medal back.
    

            But Williams’ response on Twitter was: “For a kid 2 have that will and take that risk, you deserve a medal.”
    

          Instagram post not found.
        

          Post has been removed or is no longer public.
        

            Williams, though, was not to return home to New Zealand empty handed after being handed a second medal at the World Rugby Awards in London Sunday.
    

            The All Black received a standing ovation as he took to the stage, while the master of ceremonies Alex Payne said: “World Rugby would like every winner to go home with a medal and they have found a final one.”
    

            Typically the 30-year-old Williams downplayed the magnitude of his gesture: “I’m really surprised, most of the boys would have done the same.”
    

      
      

      

    

            At the time of the event, the player explained the reasoning behind his instinctive reaction: “A young fella snuck onto the field somehow but when he was coming up to give me a hug, he got smoked by a security guard, full-on tackled him.
    

            “The other fella was a big man so he was lucky he didn’t break his ribs or something. I think the moment got the better of him but he was just so excited to get onto the field with the All Blacks. I just thought I’d make it a night to remember for him.
    

            “Rather than have the medal hanging up at home, it’s going to hanging around that young fella’s neck. He can tell that story for a long time to come.”
    

            Williams will be definitely keeping hold of his new medal, with the former rugby league player tweeting his thanks to tournament officials.
    
Thankyou 
 for the gift tonight. 
Good to see the young fulla today, ur part of the team now bro 

            Meanwhile 
 became only the second player in history to be a three-time recipient of the World Rugby Player of the Year.
    

            Joining his captain Richie McCaw in being a three-time winner, 
 and his team were unsurprisingly named World Rugby Team of the Year.
    

            “It’s a dream come true,” said Carter. “It’s a very pleasing and proud moment because I’ve had to work extremely hard, especially these last two to three years with the injuries that I’ve had.”
    
.
 receiving his new 
 winners' medal to a standing ovation at the 
 

            Other winners on the night included 
, who was named Women’s Player of the Year, while another All Black Nehe Milner-Skudder was rewarded as the breakthrough player of 2015."
